1Big.B.Original_fitness,1Big.B.Original_error,1Big.D.Original_fitness,1Big.D.Original_error,1Big.C.Original_fitness,1Big.C.Original_error,1Big.A.Original_fitness,1Big.A.Original_error,SV21.B.Original_fitness,SV21.B.Original_error,SV18.C.Original_fitness,SV18.C.Original_error,SV23.B.Original_fitness,SV23.B.Original_error,SV20.B.Original_fitness,SV20.B.Original_error,SV6.C.Original_fitness,SV6.C.Original_error,SV3.C.Original_fitness,SV3.C.Original_error,SV6.A.Original_fitness,SV6.A.Original_error,SV21.C.Original_fitness,SV21.C.Original_error,SV21.A.Original_fitness,SV21.A.Original_error,SV18.B.Original_fitness,SV18.B.Original_error,SV3.B.Original_fitness,SV3.B.Original_error,SV13.C.Original_fitness,SV13.C.Original_error,SV13.A.Original_fitness,SV13.A.Original_error,SV23.C.Original_fitness,SV23.C.Original_error,SV20.C.Original_fitness,SV20.C.Original_error,SV23.A.Original_fitness,SV23.A.Original_error,SV18.A.Original_fitness,SV18.A.Original_error,SV3.A.Original_fitness,SV3.A.Original_error,SV13.B.Original_fitness,SV13.B.Original_error,SV20.A.Original_fitness,SV20.A.Original_error,SV6.B.Original_fitness,SV6.B.Original_error,1Big.B.Random1_fitness,1Big.B.Random1_error,1Big.D.Random1_fitness,1Big.D.Random1_error,1Big.C.Random1_fitness,1Big.C.Random1_error,1Big.A.Random1_fitness,1Big.A.Random1_error,1Big.B.Random2_fitness,1Big.B.Random2_error,1Big.D.Random2_fitness,1Big.D.Random2_error,1Big.C.Random2_fitness,1Big.C.Random2_error,1Big.A.Random2_fitness,1Big.A.Random2_error,1Big.B.Random3_fitness,1Big.B.Random3_error,1Big.D.Random3_fitness,1Big.D.Random3_error,1Big.C.Random3_fitness,1Big.C.Random3_error,1Big.A.Random3_fitness,1Big.A.Random3_error,1Big.B.Random4_fitness,1Big.B.Random4_error,1Big.D.Random4_fitness,1Big.D.Random4_error,1Big.C.Random4_fitness,1Big.C.Random4_error,1Big.A.Random4_fitness,1Big.A.Random4_error,1Big.B.Random5_fitness,1Big.B.Random5_error,1Big.D.Random5_fitness,1Big.D.Random5_error,1Big.C.Random5_fitness,1Big.C.Random5_error,1Big.A.Random5_fitness,1Big.A.Random5_error,barcode
0.1417317776496986,0.08384262261589541,0.423394407834779,0.08316565581407699,0.2645998680761144,0.0803770409599727,0.2687577104644801,0.09210937332371905,0.3593811668215849,0.0609486370460678,0.31984031590688217,0.08019833298034734,0.4379431472429702,0.062464961197346125,0.5275804814696063,0.07252923975633646,0.24532352554490008,0.14598495672089715,0.3586996546753088,0.07975094418544582,0.013921122727498247,0.10513177054113752,0.4628430759137723,0.06354350865464832,0.4406126068485462,0.06038092466071404,0.3588985764933915,0.07879292768176636,0.3218849113443862,0.12491453006569032,0.2195758694978947,0.08626585254614706,0.3411671275340174,0.08226256677814932,0.5313838939937756,0.060406867256595644,0.44443027038283905,0.062075487016059874,0.4528204241644317,0.07062334818893448,0.4159894270141175,0.06975033644533446,0.35401424543460397,0.08014741966389295,0.33864202271999977,0.07590909717498288,0.5835994960337539,0.0746423761012396,,,0.15151911148660083,0.0845830187007846,0.4726954883528727,0.08663915191462977,0.23020208501329445,0.0828214579818172,0.4105286396566613,0.0879068426460549,0.148959085035229,0.08719144660308092,0.38993340903521195,0.0874341131166519,0.2596545899957586,0.08111792014543812,0.2422023925929646,0.12109059425758571,0.11521126046740279,0.09543442991219336,0.4055126602791426,0.08273612322805265,0.21417858601034626,0.07979705846959091,0.31811550094796565,0.10330658655646846,0.1825189001408732,0.08106629495013319,0.3777386467500226,0.08800546768050284,0.23511273669503976,0.07974348514207837,0.19468433082021064,0.10582721958421709,0.13639451249497803,0.0937459555216994,0.3495256920019416,0.09218430655681802,0.25654951948131866,0.08578726015738909,0.1121295212526448,0.10361304879349778,53
0.8513730089584399,0.051639076374345186,0.9442859333089366,0.053760272999329305,0.8980890907876315,0.05086517588577488,0.9012506332121842,0.05260895873055137,0.9841092880262436,0.05095467864457411,1.225115319659501,0.05784969443232574,1.0378738766314755,0.05806627626031027,1.0804759545570912,0.05885585977911704,1.259402701786985,0.07072162318724659,1.2200536283810366,0.05775583712696012,1.5430222854626863,0.057744136894733414,0.9044954322492531,0.05793441327438652,1.0396386544635092,0.05044500565079852,1.226313288605331,0.05781171171412886,1.137264726726866,0.057809558040289574,1.4403599866995511,0.0579249649419966,1.6415605553351256,0.05776674667253258,1.0623123687750207,0.057871324666923414,0.8699505400231129,0.05811608641636309,1.1009751482041,0.0581071917817376,0.8690005974201276,0.05777183308218835,1.1033793744404332,0.057759605473477714,1.6008663367070717,0.05776453901241093,1.0958000906775844,0.060623312883773775,,,0.8561056312416727,0.052147513327772545,0.9558540396970863,0.053739467008473464,0.901222349290754,0.05085220855655777,0.9032605811459702,0.05240852988712215,0.851256128355923,0.05166327792686479,0.9486134198135794,0.05367807915937272,0.8932591334015986,0.05073943646814997,0.9133714637948105,0.052937236554405694,0.8492332811445376,0.051837406166309725,0.9320103176908593,0.053945384117858416,0.8946418313271037,0.05067309438847918,0.9091657512913964,0.05264006779902455,0.8548949789488586,0.051662933921810934,0.9474417795812293,0.0535061192092004,0.9091734386471031,0.05078516286546568,0.8920262619720739,0.05279016137405287,0.8497258896954135,0.05181267425885236,0.9442991377813416,0.05373904158081315,0.8844227030390129,0.051088387623803966,0.8856703948080983,0.05281610833587032,151
0.07886326824322443,0.09329401461168564,0.4261552514050808,0.08787379453917621,0.24323025819690094,0.08781421982511199,0.10990372241062758,0.09501872776594797,0.39636735534291767,0.06349692756631894,0.19618232003806313,0.06409892549655337,0.42643520951583375,0.06331273625982957,0.4305259989686582,0.07573510352579033,-0.021214645446302346,0.1031165464846437,0.1545243623355555,0.06531365364133147,-0.008243889661877184,0.07791206725232679,0.46228703731723236,0.06437041328111787,0.43506940037031205,0.06315730710251123,0.23842861455921113,0.06375170342264974,0.10868462326567868,0.08063135333930369,0.15196224381697915,0.06829030859222712,0.20924638060969294,0.06573121595054662,0.5185040311290892,0.06100646284443087,0.4186794422250955,0.06282748531373555,0.3982410875565414,0.07335308634422034,0.22996630460626377,0.06146625255209327,0.0933271538967765,0.06660138253308341,0.14923424424282844,0.06472210738727514,0.44445586423216293,0.07949414841614269,,,0.04864300772061899,0.09441974033349185,0.4317510187977084,0.09322453356948479,0.2225733449961452,0.09258736053631729,0.1300311261289003,0.08882837842078556,0.12221649882518187,0.09777006459273127,0.40276983542184813,0.0938930766329623,0.24910126435365593,0.08995397511053163,0.11423776210764562,0.12879933952851866,0.08789249939779219,0.10772821967337781,0.4188183218112024,0.08703181310783964,0.20139655733673664,0.08930356151020978,0.12799424586974864,0.10877842918278129,0.1252607767315096,0.08868115135329098,0.36675107563964804,0.09509853889227982,0.24209851634509127,0.08865673850684244,0.11068787601654193,0.11073084787860961,0.082929431314585,0.10663083280280496,0.3423608094603754,0.10172119976870858,0.2455529952390719,0.09351605542073134,0.1060707892710093,0.10901848571585027,262
0.6504192404028055,0.054785279301123826,0.7540510342562573,0.057304623771228254,0.7024909477300165,0.05266750226798362,0.6853560258522271,0.057793030604359336,0.8459257789182287,0.0530476439710185,1.0317477468348597,0.05788925423894808,0.852609605972915,0.058749037185334495,0.9100210473356679,0.06157227259721591,0.625918387994202,0.0707748221026604,0.8609581819211615,0.057788675292368204,0.9882713939511281,0.05778722602573823,0.823623941230344,0.058513845816116634,0.8846036397677903,0.05164446620274762,1.0325653388864422,0.05785958682916745,0.7524224894367543,0.05793163755223022,1.0372043312730357,0.058024590675522715,1.164436423609527,0.05781644486150665,0.9327585941274092,0.058180910933843095,0.7667942310777905,0.059048178066586174,0.9264474104619226,0.05912601883293323,0.9148268735947338,0.05780077687120629,0.7543059002134037,0.057804034062109336,1.2505849430660398,0.0578035062352463,0.9510906900284694,0.06440719159576429,,,0.6618436648261435,0.05565126078323941,0.7655639712439617,0.05753759866919603,0.7109535706385955,0.052692828284834035,0.6851871949290969,0.05736279848447723,0.6516275606178049,0.05491469789552456,0.746803816482017,0.057244713239727726,0.6999511133242957,0.05245558814265596,0.7150821337040835,0.059453584254920304,0.6419809214403268,0.055385008321052254,0.7439180071568124,0.05743266460868706,0.6799531096645195,0.052130727320572605,0.6944992927516278,0.05773513043876277,0.656376700588087,0.054774937781536547,0.754504213321462,0.057090021075757044,0.7094299798480437,0.05250290820380351,0.6703860317268584,0.05822728499795707,0.6428231110321844,0.05530940070782806,0.7503315596476947,0.05749188332531878,0.6837515042986876,0.05321161865221579,0.6742733774188646,0.05852223515531295,273
0.5075036110093316,0.05808424949844083,0.5914209926517631,0.06080264999860342,0.5768358069797321,0.05636261986708387,0.5429497615131739,0.06243475618271675,0.8577152185224703,0.052341324191687785,0.9131343465983975,0.058077576129503254,0.7504414090705641,0.05842015952677139,0.7643244525376508,0.06020366364314244,0.7396206402760889,0.07081714932019713,0.8514402224232385,0.05781021413094612,0.9771869582037219,0.05782563600477196,0.672882628480156,0.05825279005466504,0.8714314802395667,0.05114506515863094,0.9480318834866504,0.05794792462114129,0.8179673143082139,0.05811535572586934,0.8803510244764791,0.05827924638304008,1.1481154804993405,0.057887782145680265,0.7951008369705841,0.05804076025378672,0.6871943460617986,0.05850246719443358,0.8794661308171224,0.05875127410067252,0.8226999036175611,0.05787543067717548,0.8007225552392646,0.057848951889161705,1.1340437719206564,0.05786146161362683,0.863791158734008,0.06233349838188273,,,0.5036000666096133,0.05902586754831509,0.6104798329184612,0.06148589593730725,0.5817895793697738,0.05656451739661006,0.5493693055494823,0.061943409734790365,0.5100319145634578,0.058577888445874464,0.5929215927130462,0.06080281527104717,0.5797833530943833,0.05630405807764192,0.5826910800645818,0.06588061793198206,0.5029587824770927,0.05970643988010398,0.5768482443007676,0.06083701408610905,0.5578123305779897,0.05537018955557856,0.543068599463626,0.062446970417888874,0.5116678349624691,0.05788132931235547,0.5948560209766592,0.06093281966209215,0.5840214571543662,0.05620405334461071,0.5270370610638795,0.06350971316027967,0.5085205677960435,0.05943638917840722,0.5932251882909569,0.06161578016232097,0.5579079776414685,0.057514013355286074,0.5340865541010277,0.06378796765461191,323
0.8718201847700938,0.05914641186280296,0.9354258889558593,0.0640291575020342,0.8665771528617221,0.05795111602066446,0.9708160313052825,0.06434927775105034,0.9557869693631813,0.05378396827296419,1.0116378749347934,0.05922868250655324,1.012682544540481,0.060285277978688705,1.1358424531032028,0.0630033369152205,0.9184800583289284,0.07088360540553383,1.2083443277218562,0.057828010932968674,1.2660947408751018,0.057884357115411664,0.8927195814509573,0.058851540935706895,1.0432543530635787,0.052244108401471215,1.127399274219853,0.05850156355330674,1.157483222526565,0.05810980459164749,1.1683351365436252,0.059547471312198653,1.3579793592216463,0.05813452932800799,0.8678987080755045,0.05919863114814607,0.8302081975859854,0.060028463807444365,1.1584858575688881,0.06102173321506337,0.8509013877185818,0.05820569534197359,1.1531137945326726,0.05786744029847049,1.334070131016697,0.058034735926261335,1.3473247892417204,0.06687206638055482,,,0.8866291130960865,0.0599632614129361,0.9571850680956845,0.06522529319069127,0.8712808908196523,0.058249604282210696,0.9816391953336963,0.06408089952565739,0.8703362232545347,0.0599790309068794,0.9131051551036836,0.06431649136174296,0.8649045460096586,0.05768510628166161,0.9869174342957503,0.06712087895826767,0.8593414320739683,0.061245633219528715,0.9173875254753944,0.06383035158027182,0.8616721806753296,0.05711038794735413,0.9784478419570396,0.06404217800316722,0.8805485909737627,0.05879480419117442,0.9289131687229708,0.06420158805004084,0.8818866351568568,0.05790388012341697,0.960720230255733,0.06497813311921427,0.8647233521985461,0.06099247920874215,0.9171834956375786,0.06517933421818504,0.8469704842314497,0.05917944803067081,0.938873478317146,0.06538418700847427,689
0.0652300017032053,0.08777928879101306,0.2267830222519978,0.09076966839779609,0.20313954876871326,0.08687615664395675,0.12574891789231213,0.10009314792020546,0.35398086545445046,0.05999274860127265,0.24815214047170786,0.07800716492356853,0.3649880907782145,0.06217607866890861,0.5160077456889506,0.07017269035473134,0.17623444843842617,0.13065175132594276,0.35460252622494676,0.07296435609372345,0.07508168563491364,0.09318549117925405,0.40953107405654376,0.06310169097105489,0.4111792683998194,0.059242953284751196,0.31516048966140014,0.0729716811882424,0.2919384948840114,0.10475295873632058,0.0979337449966987,0.08309779196736927,0.29889121856214845,0.07457450854138178,0.44001142754003747,0.06008768413917855,0.4158574387405498,0.061070505176867816,0.4187628547850589,0.07016658846103264,0.3605148367453301,0.06909520218424943,0.2662545045070905,0.07573078582906714,0.22796344822140316,0.07243890243513042,0.5795298367637907,0.07387407721746488,,,0.04626364523183584,0.08886787370945809,0.25581055341029524,0.09704766992147575,0.20624266241660133,0.0898025301642565,0.12528620047090028,0.09257896902188345,0.07916564119170628,0.09197798805446485,0.1893397254640208,0.10041530128265005,0.1938675431479209,0.08975451702405271,0.2760551395334551,0.13861275477586546,0.07180564114036257,0.10032857015441363,0.25182105167939606,0.08970080206666013,0.21197838349269346,0.0859347969557094,0.20260694242755695,0.11609199563116042,0.057713399506604805,0.08476781803559104,0.22996100082203144,0.09835872249949089,0.2432229747293613,0.08574915432867344,0.0842157878301645,0.12089186056424875,0.1102261615327718,0.09802746578832275,0.22663267319584288,0.10392797196384627,0.25195658783671615,0.09095423358558713,0.09860125811007632,0.11483925152828824,697
0.789251697268281,0.051791393990503476,0.8566752795959421,0.054708160800470966,0.7952777729260289,0.0510178853109649,0.9066701299943684,0.052776141758254916,1.0656389601093055,0.050972634277584895,1.147893300255642,0.05782692557213711,1.0910942194880797,0.058074609656441796,1.152043175678604,0.0589343739095045,1.105653839525082,0.07072093007513147,1.146858690869922,0.05774464938869578,1.374367956858511,0.057743655750533786,0.9626111952425228,0.05794812442368989,1.1101965489822467,0.05047184451815395,1.151792221101441,0.057796777339681214,1.1113622371611072,0.05776890795965979,1.3182734151909878,0.05786723784582751,1.4904611019627998,0.057762458495926414,1.0963662251911084,0.05788699119830867,0.9259935065827479,0.05817599237867253,1.173399273045629,0.058106298875137644,0.8270961486854065,0.057764441909986544,1.0944994663130787,0.05774651182934004,1.464488111609373,0.057757731861968475,1.2350268778736173,0.061063303776118565,,,0.7985789032709883,0.052337251613683425,0.8692251118248133,0.054729784220490164,0.7975609346446612,0.05101557528411528,0.9094185612889825,0.05256498283208846,0.7882299932323932,0.05180446349985909,0.8607955252657509,0.054638351754384674,0.7844732410989823,0.05089539024438344,0.9160024085173516,0.053140522802834794,0.7849234960729754,0.05196651863601126,0.8400042247818512,0.05488882566889419,0.7882669566572648,0.05079427654190242,0.9143229673093459,0.05282946572074917,0.7939740577306337,0.051821548922340026,0.8583277160271239,0.054441503325351984,0.7981269040535995,0.05093616632144135,0.8972279531777262,0.052949774539578796,0.7867292173386614,0.051951345513985114,0.8532505466541016,0.05471504204524511,0.7744783286407645,0.05126378028583181,0.8914035094049462,0.05298851704102016,1379
0.7823130926864054,0.054842155968779636,0.8937301373610442,0.0585825244499982,0.8041442593821174,0.053126939304646695,0.9141750114102171,0.05689463326255854,0.9584524029725959,0.05171659542206234,1.0590893349609696,0.058296303855864394,0.9815289347239514,0.058489107267778014,1.147450156770571,0.06006152459266963,0.9875814801281702,0.07077691496101225,1.1429486634151274,0.05777969929575996,1.2853998262730002,0.0577881396489602,0.8636479700179454,0.058225069916185694,1.0421199490337696,0.050943677106515525,1.091540928216791,0.058055376710731285,1.1506561875987442,0.0579262659771088,1.1746922123159493,0.058469022145335094,1.3715799277495053,0.05789984400429103,0.9397232963810476,0.05805667240912367,0.8740831388870135,0.05854723527045992,1.1313789111893902,0.05867982199316994,0.8505845897087702,0.057907086771346275,1.1256100639166564,0.057796119956197003,1.3469581183945571,0.05787032114521014,1.3197411142143731,0.06361353335747137,,,0.7955607041050572,0.05571680933754287,0.9078931199539244,0.05894018600847501,0.8108353029059833,0.05313241517945364,0.9165009593569188,0.05653599359161772,0.7811196369906027,0.05502284056673719,0.8912784664436852,0.05865095681959018,0.7951144969442342,0.052878846235261026,0.9330407042697214,0.05794897215813555,0.7683856872638152,0.055605105868578614,0.8799811631708958,0.05861207078631697,0.7939249631643516,0.05253566914222746,0.9193298649416609,0.056867304212304,0.7860863760465915,0.05480424668921176,0.8939529620251336,0.05840114870139623,0.8100793668460798,0.05294381111293788,0.9077368264491296,0.057243356837763305,0.7788074358093007,0.05547857461545121,0.8912588856600833,0.05883055910580776,0.7942189571098781,0.053779182512302334,0.8904170816192214,0.057337038798554424,1488
0.056778176679323035,0.0934026051402304,0.3069393687158379,0.09277105117755356,0.25843737754054297,0.0914327335150019,0.09097988094399737,0.10389191960855326,0.39288774953983263,0.06435307975538532,0.2960940156935655,0.07998900784028515,0.40661341303289344,0.06332572539948138,0.44630856980156935,0.07636280797132163,-0.09633635327624432,0.1876904317878157,0.3763018911757598,0.07889125887880725,0.14824280569856882,0.10684451119878974,0.48375935593153213,0.0647346271869593,0.40654657117191845,0.06461852956646748,0.27312509584975225,0.07663460304981838,0.2810970436481972,0.1162655039897686,0.06846093350062685,0.09065747786423003,0.3333524923210035,0.07969815593041553,0.4921701614575146,0.06112797139220162,0.44168307387167866,0.06311348359121316,0.4338507888847971,0.0740903515244526,0.4045289101497607,0.06993433275361842,0.1923767336781742,0.08449559811371303,0.17334561209097127,0.07850558592814039,0.36964548296989364,0.08217807949771258,,,0.05789539362999497,0.0939874209323341,0.38460776875587915,0.09770808211042774,0.23590415947778345,0.09658479221543669,-0.05850465051421149,0.0953070471731742,0.06679868823424699,0.09916897853877744,0.3210043516991393,0.09947144982674216,0.20422341128289254,0.09562027379147847,0.1774424506896109,0.14670482163058826,0.0808986261360851,0.10973576124131658,0.23263180908356068,0.0926529813518515,0.2259470570388898,0.0912543739010833,0.12878286168569678,0.12359362454753496,0.11668396278915046,0.0886732818933743,0.3154818086458362,0.10059949360406188,0.2670884994682088,0.09198674357173771,0.05752020090452897,0.128565703978377,0.09654492688398922,0.10579917954672285,0.3218299766787591,0.10592463711258328,0.2278773340188621,0.099110284878309,-0.014704118427892746,0.120460084236521,1564
