BCID	EE0-DE1-PCRa	13-4-1	13-0_pool	H3-DE1-PCRa	3-4-3	13-1-3	X1-DE1-PCRa	23-0	Ben10-R1-T1	2.5%-R2-T2	GG4-DE1-PCRa	18-1-2	R1-DE1-PCRa	U4-DE1-PCRa	1.6%-R2-T3	O4-DE1-PCRa	3-3-2	A4-DE1-PCRb	2.5%-T0	G1-DE1-PCRa	B3-DE1-PCRc	X0-DE1-PCRa	M1-DE1-PCRa	C2-DE3-PCRa	J0-DE1-PCRb	21-4-1	20-1-3	21-2-3	Y0-DE3-PCRa	S1-DE1-PCRa	J4-DE1-PCRa	X3-DE1-PCRa	Y2-DE2-PCRa	6-0	B2-DE1-PCRb	13-3-1	D0-DE2-PCRa	20-2-2	13-3-2	1.5%-R2-T1	K0-DE1-PCRa	C4-DE3-PCRb	Z1-DE1-PCRa	A2-DE1-PCRa	A2-DE1-PCRb	1.7%-R1-T3	E3-DE1-PCRb	A0-DE2-PCRa	3-1-3	CC2-DE1-PCRa	G4-DE1-PCRa	A0-DE1-PCRb	3-4-1	X2-DE1-PCRa	I2-DE1-PCRa	W2-DE1-PCRa	2.5%-R1-T2	13-1-2	Ben10-T0	L1-DE1-PCRa	M2-DE1-PCRa	B0-DE1-PCRa	BB3-DE1-PCRa	BB2-DE1-PCRa	1.6%-R1-T1	B1-DE2-PCRa	3-4-2	I1-DE1-PCRa	21-3-2	W3-DE1-PCRa	U1-DE1-PCRa	C2-DE3-PCRb	1.7%-R1-T1	18-4-1	GG1-DE1-PCRa	B3-DE1-PCRb	E4-DE1-PCRb	21-4-3	D3-DE1-PCRa	13-3-3	FF0-DE1-PCRa	1.8%-R2-T3	23-4-3	CC0-DE1-PCRa	N2-DE1-PCRa	Ben2-R2-T1	Z2-DE1-PCRa	Y0-DE2-PCRa	I0-DE1-PCRa	18-3-3	1.4%-T0	T2-DE1-PCRa	18-3-2	C1-DE1-PCRc	Ben0.4-R2-T1	R2-DE1-PCRa	CC4-DE1-PCRa	B4-DE4-PCRa	S2-DE1-PCRa	V0-DE1-PCRa	23-1-3	23-3-2	W0-DE1-PCRa	Z4-DE1-PCRa	M4-DE1-PCRa	CC1-DE1-PCRa	Ben10-R2-T1	Y4-DE1-PCRb	20-3-3	GG0-DE1-PCRa	E2-DE1-PCRb	Ben2-R1-T3	H1-DE1-PCRa	E0-DE1-PCRa	21-2-1	L2-DE1-PCRa	BB1-DE1-PCRa	H0-DE1-PCRa	M0-DE1-PCRa	1.5%-R1-T1	20-4-3	Ben10-R2-T4	A3-DE1-PCRb	Ben2-R2-T4	Y4-DE1-PCRa	U0-DE1-PCRa	J3-DE1-PCRa	CC3-DE1-PCRa	G0-DE1-PCRa	B2-DE1-PCRc	1.4%-R1-T1	13-2-1	Z0-DE1-PCRa	18-2-1	S0-DE1-PCRa	Ben2-R1-T2	6-1-2	2.5%-R1-T3	C3-DE1-PCRa	EE1-DE1-PCRa	Y2-DE4-PCRa	U3-DE1-PCRa	23-3-3	3-2-1	Q4-DE1-PCRa	U2-DE1-PCRa	FF3-DE1-PCRa	F1-DE1-PCRa	23-4-1	C2-DE2-PCRa	B0-DE3-PCRa	1.4%-R1-T3	Q0-DE1-PCRa	I4-DE1-PCRa	K4-DE1-PCRa	EE4-DE1-PCRa	6-1-1	T4-DE1-PCRa	Ben0.4-R1-T2	1.6%-R1-T4	3-3-1	AA3-DE1-PCRa	C0-DE1-PCRc	Ben2-R2-T2	E0-DE1-PCRb	13-2-2	B2-DE2-PCRa	D4-DE1-PCRb	H0-DE1-PCRb	AA2-DE1-PCRa	1.5%-R2-T4	2.5%-R1-T4	C0-DE1-PCRa	Ben0.4-R2-T2	N3-DE1-PCRa	D1-DE1-PCRb	1.6%-R1-T3	21-3-3	C2-DE1-PCRa	Ben2-R1-T4	AA4-DE1-PCRa	21-0-4	3-0	R0-DE1-PCRa	Ben10-R1-T4	GG3-DE1-PCRa	1.5%-R1-T4	1.7%-R2-T2	B4-DE1-PCRa	6-4-2	BB0-DE1-PCRa	B4-DE2-PCRb	P3-DE1-PCRa	D2-DE1-PCRb	13-2-3	F3-DE1-PCRb	20-4-2	DD3-DE1-PCRa	1.5%-R1-T2	18-2-3	T0-DE1-PCRa	20-3-2	Tneg-DE1-PCRa	Q2-DE1-PCRa	Z3-DE1-PCRa	B4-DE3-PCRa	21-1-2	GG2-DE1-PCRa	23-1-1	E4-DE1-PCRa	R3-DE1-PCRa	1.6%-R2-T2	K2-DE1-PCRa	Ben0.4-R2-T3	H2-DE1-PCRa	W1-DE1-PCRa	X4-DE1-PCRa	Q1-DE1-PCRa	C0-DE2-PCRa	J1-DE1-PCRa	O2-DE1-PCRa	1.4%-R2-T1	20-1-1	K1-DE1-PCRa	D0-DE1-PCRb	13-0	L4-DE1-PCRa	1.6%-R1-T2	6-3-3	AA0-DE1-PCRa	Y2-DE1-PCRb	21-0-1	T1-DE1-PCRa	Tneg-DE3-PCRa	G2-DE1-PCRa	K3-DE1-PCRa	EE3-DE1-PCRa	B0-DE2-PCRc	1.6%-T0	13-1-1	3-2-2	Y4-DE2-PCRa	23-1-2	E0-DE2-PCRa	B0-DE4-PCRa	1.7%-R1-T4	S3-DE1-PCRa	1.7%-R1-T2	Ben2-R1-T1	G3-DE1-PCRa	F2-DE1-PCRa	23-2-1	Y1-DE1-PCRa	C4-DE1-PCRa	B4-DE2-PCRa	2.5%-R1-T1	DD1-DE1-PCRa	1.7%-R2-T4	13-4-3	O3-DE1-PCRa	1.6%-R2-T4	BB4-DE1-PCRa	Y2-DE3-PCRa	1.5%-R1-T3	18-4-3	A1-DE1-PCRb	21+wt	B0-DE2-PCRb	N0-DE1-PCRa	Ben10-R1-T2	2.5%-R2-T4	20-2-1	Z0-DE2-PCRa	Q3-DE1-PCRa	6-2-2	D4-DE1-PCRa	3-2-3	Y0-DE1-PCRa	Y1-DE1-PCRb	L3-DE1-PCRa	C1-DE1-PCRa	I3-DE1-PCRa	3-3-3	O1-DE1-PCRa	Ben10-R2-T3	A1-DE1-PCRa	C1-DE1-PCRb	6-4-3	P2-DE1-PCRa	Y4-DE4-PCRa	J2-DE1-PCRa	2.5%-R2-T3	1.4%-R1-T2	Z4-DE2-PCRa	6-1-3	13-4-2	F0-DE1-PCRa	L0-DE1-PCRa	18-1-1	E3-DE1-PCRa	M3-DE1-PCRa	B2-DE1-PCRa	1.7%-R2-T1	1.8%-R1-T1	21-1-1	V4-DE1-PCRa	18-4-2	3-1-1	1.5%-R2-T3	B4-DE5-PCRa	F1-DE1-PCRb	N4-DE1-PCRa	1.4%-R2-T3	DD0-DE1-PCRa	FF1-DE1-PCRa	23-2-3	21-1-3	6-2-1	1.8%-R2-T4	B3-DE1-PCRa	C3-DE2-PCRa	Y3-DE1-PCRa	E2-DE1-PCRa	FF4-DE1-PCRa	1.4%-R1-T4	1.7%-R2-T3	C4-DE2-PCRa	H4-DE1-PCRa	W4-DE1-PCRa	FF2-DE1-PCRa	Y0-DE2-PCRb	J0-DE1-PCRa	F3-DE1-PCRa	1.8%-R2-T2	O0-DE1-PCRa	DD2-DE1-PCRa	V3-DE1-PCRa	G0-DE1-PCRb	20-3-1	N1-DE1-PCRa	1.7%-T0	1.8%-R1-T3	6-3-1	F0-DE1-PCRb	21-4-2	1.8%-R1-T2	AA1-DE1-PCRa	6-3-2	1.8%-R2-T1	Ben2-R2-T3	Ben0.4-T0	V1-DE1-PCRa	18-1-3	6-4-1	F0-DE2-PCRa	F2-DE1-PCRb	1.5%-T0	1.4%-R2-T2	Ben10-R2-T2	A4-DE1-PCRa	1.5%-R2-T2	1.6%-R2-T1	Y4-DE3-PCRa	EE2-DE1-PCRa	K0-DE1-PCRb	T3-DE1-PCRa	D3-DE1-PCRb	18-2-2	S4-DE1-PCRa	18-3-1	20-1-2	Z2-DE1-PCRb	1.8%-R1-T4	Ben0.4-R1-T3	Ben0.4-R1-T1	B2-DE3-PCRa	R4-DE1-PCRa	21-2-2	21-0-2	A3-DE1-PCRa	Y0-DE4-PCRa	20-2-3	C0-DE1-PCRb	2.5%-R2-T1	C4-DE3-PCRa	Y2-DE1-PCRa	Z2-DE2-PCRa	3-1-2	P0-DE1-PCRa	F4-DE1-PCRa	1.4%-R2-T4	Tneg-DE2-PCRa	DD4-DE1-PCRa	V2-DE1-PCRa	P1-DE1-PCRa	B0-DE2-PCRa	P4-DE1-PCRa	21-3-1	E1-DE2-PCRa	Ben2-T0	Ben10-R1-T3	23-4-2	B2-DE4-PCRa	Ben0.4-R1-T4	E1-DE1-PCRa	20-4-1	Ben0.4-R2-T4	23-2-2	1.8%-T0	A0-DE1-PCRa	B1-DE1-PCRa	F4-DE1-PCRb	D1-DE1-PCRa	6-2-3	23-3-1	D0-DE1-PCRa	D2-DE1-PCRa
53	2457	0	0	151	0	1	3	2767	54	1	613	0	6244	498	0	1978	1	0	0	5177	0	3676	0	7210	778	1070	2335	1720	466	4234	352	57588	1411	0	236	1	0	2497	0	0	806	4992	500	2005	4990	0	392	0	0	750	0	0	0	1982	2534	1332	0	0	0	0	10108	8740	175	1769	128	2200	0	5956	1171	3155	8106	5257	133	1	0	153	3254	1324	339	0	4668	0	1711	5405	0	0	96	246	6260	1	23	5249	0	1986	0	3741	318	727	1986	4403	1933	2331	4806	70	943	1308	0	0	1804	3722	86	0	4070	0	1896	0	3101	897	3095	0	2031	0	0	0	229	6253	370	0	976	3752	180	1	188	0	2516	0	0	0	358	7117	181	1244	1798	0	270	5209	0	5522	1230	0	22	92	0	482	1601	244	1	3	0	0	0	0	0	0	806	0	3931	2107	392	3290	0	0	421	0	0	1806	129	1972	0	0	0	3414	0	2790	0	299	72	0	7417	0	5540	233	0	0	0	5447	1595	679	81	0	1749	1592	127	4475	16	478	784	450	2074	536	520	0	0	0	0	4542	1135	0	0	4779	6854	0	815	8749	720	0	1489	127	0	5344	79	3316	0	287	0	1106	1410	188	0	0	0	141	2457	0	149	112	1151	242	0	264	2207	2115	1424	242	4239	0	1040	0	0	791	0	195	160	66	0	2198	1345	14	5702	20	0	2797	0	3214	0	662	0	293	534	893	1550	391	0	6237	0	3558	0	0	6616	0	0	0	119	66	0	0	1339	8348	0	0	0	6498	0	0	977	450	0	0	0	3069	2759	0	0	0	11288	2833	1947	0	0	6497	1385	2029	3012	1503	71	0	716	240	1581	17690	0	818	330	0	8106	528	1634	128	1900	10226	98	181	0	572	1122	192	2775	0	0	0	0	5859	0	0	1374	2406	0	0	39	431	0	112	0	0	0	1441	3191	0	200	0	2362	0	0	0	0	1070	85	602	3321	177	143	2204	178	0	3017	3192	108	1	6909	162	0	286	407	0	0	6757	1830	1068	1901	0	48	1792	327	0	8200	989	0	2918	73	1282	503	3477	4003	0	1643	0	1839
151	19435	84	5	13147	199	27	39	14631	9	3	23121	7	60711	40934	0	6897	123	0	14	54538	0	32374	0	66276	7517	44571	12393	27539	13238	50186	35735	66386	64293	6	13691	127	0	21053	82	0	7781	59059	9807	46411	66954	0	16078	0	39	23201	0	0	163	7780	45925	7345	0	18	0	0	599	50041	24389	54570	4864	34657	79	50044	33738	11856	40800	38888	3660	114	0	13003	68930	41567	20274	96	27681	0	44332	35812	0	0	23735	6865	37460	71	641	33008	12	40673	0	56942	31717	57746	49301	25042	14804	41297	36115	50772	6	43058	0	0	20926	39900	2131	0	52786	0	34310	1	51023	9706	18371	0	30335	0	0	0	57465	32647	19145	0	11683	63501	6906	56	5495	4	28965	0	34	8	29038	48968	26067	44807	32175	35	30789	62543	0	40533	47476	0	480	28404	0	35940	4487	5585	39	198	6	0	70	0	0	0	4767	75	60898	69675	4429	62889	0	20	5111	0	0	27499	21820	37619	0	0	0	19390	12	34359	0	14196	36074	0	89924	131	45898	30562	0	0	7	65330	34858	24663	8254	20	15989	25110	1144	59554	4218	52319	11057	15292	16181	33547	35582	0	0	0	0	50123	2007	0	0	47638	30231	0	5196	38113	6060	5	4494	11535	136	42334	15669	20068	0	2317	0	4288	20868	2346	0	19	56	44980	18715	0	1902	24849	48393	13208	2	19187	36008	29901	29452	33925	80462	0	45124	0	89	3823	0	34770	26009	15792	102	37826	10142	342	32935	6	0	22118	0	62657	15	46775	92	8290	16047	2856	30058	16911	121	33961	0	44998	0	115	247	0	0	0	15545	44007	1	90	8230	43450	16	0	0	71023	0	0	13235	30271	173	9	0	75974	29300	0	0	0	53020	30391	22301	59	0	80517	29368	79235	38364	22652	44182	0	49561	35024	6010	61387	0	8629	12980	0	45350	13830	54866	1560	27516	1851	1300	22994	103	3425	43800	11759	46471	229	0	0	7	30563	6	612	10940	40262	0	0	4	41645	0	3281	0	0	0	26660	66141	7	16393	79	13332	0	0	0	12	36599	16855	14559	20139	16250	3467	18084	2677	0	72123	73822	20306	22	40903	18759	0	1825	32553	0	0	43309	49	33680	18650	4	36	50154	15364	0	44036	26418	0	31493	1371	13514	12254	69495	42362	51	39720	0	40144
262	1758	0	1	127	1	2	1	2562	142	0	467	1	4753	318	0	1657	1	0	4	3849	0	2419	0	5492	755	895	2215	1471	351	3042	279	52297	713	0	179	0	0	2169	0	0	608	3989	356	1708	4095	0	350	0	2	565	0	0	0	1397	1934	999	0	1	0	0	6486	6077	127	1209	398	1622	0	4550	771	2570	6648	3869	313	1	0	36	2252	1148	242	3	3632	0	1467	4131	0	0	61	166	4525	1	118	3391	0	1670	0	2402	215	452	1371	3621	1688	1885	4234	56	614	988	0	0	1743	2758	46	0	3167	0	1431	0	2388	700	2463	0	1686	0	0	0	121	5284	311	0	763	3005	448	2	131	0	1951	1	0	0	234	5480	102	880	1411	1	174	3800	0	4228	946	0	21	193	0	442	1227	171	1	0	1	0	0	0	0	0	546	2	1880	1629	296	2466	0	1	274	0	0	1457	249	1597	0	0	0	3159	0	2186	0	274	104	0	4753	0	3976	156	0	0	0	4184	1121	598	172	2	1193	1238	76	2967	8	297	446	381	1777	392	360	0	0	0	0	3791	829	0	0	3447	4888	0	584	6276	603	0	1213	256	0	4074	56	2952	0	176	0	746	1025	129	0	1	0	65	1875	0	94	228	854	432	1	197	1708	1773	1055	157	2898	0	871	0	0	609	0	163	160	115	1	1771	1233	7	4393	34	0	2202	0	2197	0	563	1	176	351	712	1217	311	0	4392	0	2759	0	0	4791	0	0	0	243	53	0	0	1054	6318	2	0	0	4354	0	0	719	313	0	0	0	2502	2250	0	0	0	9444	2273	1677	0	0	4661	1033	1198	2255	1106	145	0	376	217	1095	11979	0	662	235	0	5823	484	1295	114	1347	9060	282	409	0	399	894	395	2142	0	0	0	0	4822	0	0	1068	1892	0	0	114	349	0	252	0	0	0	931	2535	1	96	3	2198	0	0	0	0	725	49	417	2978	185	80	1760	110	0	2390	1979	25	0	5052	112	0	187	314	0	0	5439	1465	714	1736	1	69	1344	194	0	6081	556	0	2360	253	1188	330	2539	2910	0	1176	0	1406
273	9426	16	2	4008	56	18	16	7662	8	1	6623	3	50529	14371	0	5808	37	0	10	33182	0	21136	0	50486	3772	16890	5254	9710	5628	27394	9745	62202	38569	8	4401	47	0	8390	28	0	3484	34984	4295	23192	42753	0	7413	0	20	8673	0	0	57	4529	23468	3734	0	11	0	0	8235	33422	6907	29272	4176	16111	19	29261	10772	6436	24096	25876	3666	47	0	6183	54682	15897	6982	46	16541	0	18269	18986	0	0	6758	2783	21334	43	693	21622	6	19062	0	42752	7895	22041	20441	14062	6792	17325	22538	13551	162	20567	0	0	7803	21624	1018	0	31591	0	13566	0	29403	4828	10666	0	10840	0	0	0	19443	18786	5882	0	5579	40753	5606	42	2363	2	15318	3	25	7	9852	24834	7256	19299	12482	17	7936	44249	0	30648	18925	0	173	8271	0	10582	4803	909	24	65	7	0	25	0	0	0	3152	41	42104	42561	2185	39673	0	17	2543	0	0	13231	7363	14082	0	0	0	9521	5	22995	0	4499	6851	0	68840	10	27782	8448	0	0	6	54138	10287	8957	3556	28	9607	8375	495	39306	1270	18885	3240	5071	7791	16832	14939	0	0	0	0	30627	1323	0	0	27154	22473	0	1803	26871	3700	2	4619	5724	40	25560	4159	10054	0	890	0	3824	4679	1156	0	18	31	12851	8623	0	858	7601	15535	7862	2	6223	25011	13415	12087	9754	63372	0	23243	0	25	2709	0	9311	7618	3950	46	16865	3977	97	19383	1	0	9752	0	35876	2	19349	45	3446	5873	2624	14504	5582	49	22097	0	25012	0	12	2097	0	0	0	6884	12451	1	28	5981	26925	10	0	0	53298	0	0	4297	11854	72	14	0	56308	19074	0	0	0	32622	13007	8566	22	0	59279	17102	59634	24980	6299	9345	0	22594	10140	3240	40419	0	4221	8488	0	27393	5531	30103	759	9131	9920	1796	10682	18	2195	16863	7853	24593	39	0	0	3	18285	4	51	6135	26691	0	0	15	14205	0	3037	0	0	0	12956	41505	11	3724	58	4970	0	0	0	8	16239	5228	4139	9821	4129	1435	6179	1440	0	49131	53171	9394	20	22744	9977	0	967	9453	0	0	25576	67	9865	11226	7	3	19774	5270	0	33877	7151	0	13543	1839	6757	5569	59155	24353	7	14752	0	20181
323	4106	7	1	1227	35	7	9	9483	1	3	1702	3	31758	2902	0	3106	16	0	5	20213	0	9149	0	33302	1605	18663	9054	15389	2136	13330	3158	61636	14908	3	1414	24	0	13760	12	0	1491	24862	1546	13062	29263	0	4992	0	17	3815	0	0	30	3572	10845	2496	0	7	0	0	15418	20971	1803	12775	1972	8284	14	18809	15406	4583	14404	18000	1574	25	0	652	40496	15913	2119	25	7462	0	18657	12139	0	0	1652	977	13362	24	350	15821	1	9605	0	25073	2840	8157	10094	8236	10152	19688	11026	3485	412	8943	0	0	9794	11264	369	0	20175	0	17200	0	15386	2345	5797	0	15087	0	0	0	5128	10891	2010	0	2636	22347	2742	15	630	1	7348	1	12	2	3033	13187	1786	6691	16798	13	2258	24085	0	23877	21216	0	52	4964	0	3738	2841	246	15	8	3	0	13	0	0	0	1530	27	19431	19504	1009	20720	0	8	1061	0	0	6546	4235	19737	0	0	0	11230	6	10506	0	1241	3684	0	54880	4	16781	2624	0	0	2	47283	11542	3278	1716	9	5087	11154	147	20676	211	6743	4188	1507	10105	11266	4777	0	0	0	0	14484	659	0	0	15743	12943	0	2480	18149	1611	4	2275	3131	15	15538	896	11910	0	473	0	1646	1951	334	0	6	12	3005	12918	0	293	3911	5009	3702	5	1965	18736	18824	5167	2844	46372	0	9250	0	7	1179	0	2537	1721	2158	12	10091	7169	29	10388	1	0	14448	0	21084	4	7290	32	1079	2239	1212	6952	1696	22	12968	0	15285	0	5	3716	0	0	0	3425	3341	1	16	3065	17465	3	0	0	36056	0	0	5993	2808	34	2	0	34843	12355	0	0	0	18503	17262	13033	10	0	44921	10405	32391	17482	1489	6486	0	7690	3389	1412	26141	0	1859	4310	0	17469	2131	13234	391	15549	16871	689	5167	10	1147	21058	3308	12467	24	0	0	1	11235	3	32	3207	18078	0	0	3	5108	0	1331	0	0	0	6732	20797	3	1063	21	8544	0	0	0	3	6383	1061	5729	11997	1735	373	10469	411	0	29077	29408	1357	3	14970	5828	0	361	3102	0	0	16083	297	12968	6962	5	3	21575	1494	0	27141	8459	0	18563	769	3496	2034	52237	15597	7	17623	0	10145
415	5668	3	2	5688	19	5	11	6612	0	0	5978	0	26213	13329	0	221	9	0	2	35332	0	13356	0	45930	1887	31054	6181	16745	5475	18821	8972	38682	52305	2	4731	3	0	15628	4	0	2213	36825	2716	28359	49036	0	3366	0	3	9096	0	0	13	1359	16993	1978	0	2	0	0	42	30511	8183	35656	211	13487	7	23048	12930	3935	14462	24516	168	5	0	7007	38648	27062	5587	5	8024	0	27084	16514	0	0	8602	2725	17028	3	51	19859	1	16593	0	20659	13780	30279	18798	8564	9260	30421	15428	17391	1	26114	0	0	10188	21954	584	0	35523	0	15603	0	29980	3245	6157	0	18909	0	0	0	33080	12347	4189	0	3581	40144	287	1	1497	0	8945	0	5	1	9306	16949	10953	19701	20664	5	4779	42511	0	15331	34402	0	160	686	0	8530	139	331	2	49	1	0	2	0	0	0	1180	8	43003	37922	1348	48808	0	0	1737	0	0	8025	410	26607	0	0	0	9689	2	9971	0	4202	446	0	73560	3	24156	11977	0	0	0	27857	16383	6272	171	1	6424	13025	355	21397	1872	26476	2098	4682	9339	9420	5621	0	0	0	0	25071	447	0	0	20746	4761	0	1234	10060	1672	0	124	273	7	24762	6972	9857	0	535	0	182	2001	767	0	0	13	22091	11734	0	606	367	15743	325	0	8387	8983	18448	11990	10170	69631	0	23066	0	2	202	0	11387	11781	226	8	17789	5504	122	13284	0	0	12271	0	27237	1	16991	8	3089	6243	146	11953	3291	10	9909	0	27608	0	4	23	0	0	0	516	14940	0	7	2211	20556	0	0	0	57140	0	0	4221	5514	6	1	0	61697	7453	0	0	0	17883	17854	12320	4	0	67107	17316	70376	12227	1964	934	0	23602	17922	2471	21667	0	2371	1834	0	22587	3301	23542	509	13589	180	118	323	5	754	29291	261	28616	16	0	0	0	7591	1	21	2673	9693	0	0	0	23222	0	144	0	0	0	14917	36494	0	4178	4	6457	0	0	0	3	17246	1971	3656	10052	6554	1362	7398	1045	0	50390	64108	10212	0	21058	2626	0	529	9016	0	0	21627	12	13005	4504	0	0	39591	5136	0	20120	7765	0	20965	138	4569	4915	31905	19108	3	18436	0	16157
499	0	4	0	0	10	5	0	0	1	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	4	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	163	0	2	0	0	0	0	0	106	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	30	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	3	0	0	0	0	2	0	0	0	0	0	1	3	0	0	0	0	0	0	0	381	0	0	0	0	2	0	0	0	3	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	1	0	138	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	287	0	278	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	135	2	0	1	0	0	0	0	2	0	0	0	0	6	0	0	0	0	0	5	0	0	0	0	4	0	0	0	0	271	0	0	4	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	495	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	66	312	1	0	0	232	0	3	0	0	0	0	2	6	0	0	0	0	0	0	0	99	0	0	0	0	0	2	0	7	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	3	0	0	0	1	0	0	0	2	0	12	57	0	0	0	0	1	1	0	0
622	1661	0	0	80	0	0	1	1959	20	0	421	0	3788	252	0	1386	0	0	1	3802	0	2388	0	4910	555	725	1935	1325	384	2567	256	51968	971	0	150	0	0	1847	0	0	589	3716	319	1386	3432	0	215	0	1	524	0	0	0	1484	1812	984	0	0	0	0	6942	6314	90	1143	31	1412	0	4814	795	2035	5765	3818	18	0	0	57	1587	981	207	0	2973	0	1226	4273	0	0	59	187	4515	0	4	3623	0	1351	0	2266	201	465	1275	3129	1463	1682	3049	43	524	943	0	0	1392	2958	47	0	2997	0	1160	0	2192	618	2136	0	1589	0	0	0	153	4404	252	0	800	2577	22	0	121	0	1693	0	0	0	247	4717	124	723	1259	0	158	3630	0	3901	782	0	12	15	0	341	1049	128	0	3	0	0	0	0	0	0	496	0	2515	1402	269	2390	0	0	252	0	0	1207	29	1450	0	0	0	2961	0	1770	0	208	4	0	5248	0	4226	155	0	0	0	2938	1026	420	10	0	1149	1075	73	2652	12	341	470	258	1379	261	312	0	0	0	0	3034	458	0	0	3527	5025	0	548	6686	504	0	1039	21	0	4186	60	2952	0	152	0	710	814	107	0	0	0	83	1666	0	97	17	504	19	1	177	1357	1445	965	169	3222	0	463	0	0	500	0	93	112	2	0	1573	1029	7	3969	9	0	1797	0	2190	0	436	0	229	432	574	1030	245	0	4591	0	2653	0	0	4820	0	0	0	23	41	0	0	888	6590	0	0	0	4753	0	0	646	234	0	0	0	2265	1782	0	0	0	7950	2001	1366	0	0	4752	1019	1504	1619	772	7	0	465	136	831	12428	0	549	163	0	6127	356	1057	101	1206	7804	15	28	0	349	783	23	1932	0	0	0	0	4151	0	0	850	1517	0	0	18	266	0	39	0	0	0	866	2190	0	126	0	1799	0	0	0	0	657	53	381	2904	201	88	1696	106	0	2022	2338	51	0	5594	110	0	199	271	0	0	4819	1318	641	1259	0	11	1223	179	0	5909	531	0	2040	15	1015	313	2038	2999	0	1015	0	1340
689	2086	6	1	1952	53	4	5	1716	1	0	2765	1	10263	6492	0	13	13	0	2	13081	0	4664	0	21675	540	12176	2210	6542	1889	6204	4474	13189	28526	3	1527	8	0	5139	7	0	711	24286	922	9390	20638	0	781	0	5	3076	0	0	25	461	6349	528	0	6	0	0	12	10356	3161	14808	368	4231	12	8356	9007	820	5080	13733	290	8	0	3004	14883	10165	1944	13	2940	0	5065	4975	0	0	3232	908	5853	3	96	11121	2	5348	0	7339	6026	12495	5636	3304	2102	6808	4934	7746	0	10845	0	0	3198	7970	116	0	12202	0	7588	0	10397	918	2185	0	5964	0	0	0	17179	4288	1708	0	1115	16453	506	10	489	0	2669	0	4	0	3030	7486	4593	7574	4141	6	2422	17467	0	4736	8596	0	62	1100	0	3712	11	449	5	38	1	0	7	0	0	0	375	7	18652	18528	397	25577	0	0	481	0	0	2519	748	10568	0	0	0	3625	1	3389	0	1617	808	0	60914	7	7356	4545	0	0	3	9806	9823	2423	342	3	2547	5844	125	7703	809	11075	2223	1743	1691	2797	2001	0	0	0	0	9333	81	0	0	7441	586	0	811	2174	470	0	7	532	11	8621	2798	3627	0	193	0	24	1676	243	0	1	6	10560	2900	0	215	677	5610	687	0	2978	2508	4597	4057	3722	51469	0	8003	0	5	18	0	4886	4818	402	5	5322	2189	49	5334	0	0	4434	0	10777	1	7030	20	1154	2112	11	3517	1330	26	2030	0	9454	0	4	9	0	0	0	910	6758	0	6	631	6742	0	0	0	26773	0	0	2930	3020	12	4	0	41034	2321	0	0	0	7825	3792	4332	6	0	45959	8852	57499	3204	1872	1522	0	9485	6805	398	11030	0	778	598	0	7766	1149	10409	142	8178	33	156	413	11	241	13371	384	10782	13	0	0	1	3156	0	27	834	3052	0	0	0	9627	0	307	0	0	0	8497	15923	2	1817	4	2527	0	0	0	3	5845	894	3006	3981	2355	473	3552	313	0	28049	45587	4135	2	8642	857	0	157	4121	0	0	6529	6	8671	1272	0	1	10664	1696	0	6547	7558	0	4884	192	1212	1450	12679	6305	8	6716	0	5471
